fecha,sector,region,segmento,exposicion,num_contratos,tasa_bruta_mensual,pd_mensual,lgd,perdida_esperada_monto,perdida_esperada_tasa,rendimiento_neto_mensual,pct_cartera_mensual,limite_maximo_ejemplo_pct
2021-08-31,Servicios,Centro,Servicios - Centro,160820774.48,172,0.015086,0.004223,0.355054,241161.34,0.0015,0.013586,0.050332,0.219
2021-08-31,Servicios,Norte,Servicios - Norte,145583608.03,155,0.017365,0.002162,0.355172,111808.67,0.000768,0.016597,0.045563,0.1129
2021-08-31,Servicios,Sur,Servicios - Sur,84571017.96,100,0.017311,0.004077,0.403217,139034.96,0.001644,0.015667,0.026468,0.122
2021-08-31,Transporte,Bajio,Transporte - Bajio,116652951.44,80,0.019854,0.01061,0.499132,617759.91,0.005296,0.014558,0.036509,0.1471
2021-08-31,Transporte,Centro,Transporte - Centro,150406613.07,95,0.019133,0.016748,0.452045,1138696.43,0.007571,0.011562,0.047073,0.1669
2021-08-31,Transporte,Norte,Transporte - Norte,131088052.73,75,0.0189,0.012381,0.450567,731256.43,0.005578,0.013322,0.041027,0.1629
2021-08-31,Transporte,Sur,Transporte - Sur,80199394.41,56,0.021217,0.010535,0.553569,467690.45,0.005832,0.015386,0.0251,0.1331
2021-09-30,Agroindustria,Bajio,Agroindustria - Bajio,85818330.86,33,0.017953,0.015106,0.463191,600461.06,0.006997,0.010956,0.026882,0.1461
2021-09-30,Agroindustria,Centro,Agroindustria - Centro,107207066.09,52,0.018795,0.004678,0.484101,242771.67,0.002265,0.016531,0.033582,0.148
2021-09-30,Agroindustria,Norte,Agroindustria - Norte,99207368.08,42,0.019863,0.015774,0.486101,760677.79,0.007668,0.012196,0.031076,0.0963
2021-09-30,Agroindustria,Sur,Agroindustria - Sur,59074487.61,31,0.020957,0.003998,0.47208,111503.31,0.001888,0.019069,0.018505,0.1325
2021-09-30,Comercio,Bajio,Comercio - Bajio,156467894.05,125,0.015379,0.010691,0.504267,843575.93,0.005391,0.009988,0.049012,0.0986
2021-09-30,Comercio,Centro,Comercio - Centro,201053992.22,144,0.017158,0.009977,0.408407,819251.0,0.004075,0.013083,0.062978,0.1481
2021-09-30,Comercio,Norte,Comercio - Norte,180083182.08,170,0.018249,0.007717,0.387468,538494.73,0.00299,0.015259,0.056409,0.1952
2021-09-30,Comercio,Sur,Comercio - Sur,110933589.39,89,0.019512,0.013755,0.487416,743743.65,0.006704,0.012807,0.034749,0.0872
2021-09-30,Construccion,Bajio,Construccion - Bajio,97273172.68,24,0.019889,0.014055,0.600627,821147.17,0.008442,0.011448,0.03047,0.0817
2021-09-30,Construccion,Centro,Construccion - Centro,133226246.68,37,0.021812,0.012414,0.486187,804066.33,0.006035,0.015776,0.041732,0.1817
2021-09-30,Construccion,Norte,Construccion - Norte,113167481.29,36,0.020276,0.013204,0.531734,794560.97,0.007021,0.013255,0.035449,0.1426
2021-09-30,Construccion,Sur,Construccion - Sur,69204623.85,20,0.023289,0.017216,0.569878,678986.2,0.009811,0.013478,0.021678,0.2056
2021-09-30,Manufactura,Bajio,Manufactura - Bajio,187933555.27,74,0.017404,0.008858,0.443835,738836.94,0.003931,0.013473,0.058869,0.1784
2021-09-30,Manufactura,Centro,Manufactura - Centro,249190149.91,83,0.016796,0.0005,0.380372,47392.42,0.00019,0.016606,0.078057,0.1891
2021-09-30,Manufactura,Norte,Manufactura - Norte,212085255.34,66,0.01851,0.004939,0.34976,366338.04,0.001727,0.016783,0.066434,0.1884
2021-09-30,Manufactura,Sur,Manufactura - Sur,135652256.95,46,0.018515,0.008947,0.384978,467259.71,0.003445,0.015071,0.042492,0.1141
2021-09-30,Servicios,Bajio,Servicios - Bajio,127186949.82,148,0.016349,0.004961,0.343115,216507.93,0.001702,0.014647,0.03984,0.1386
2021-09-30,Servicios,Centro,Servicios - Centro,160065892.44,186,0.015695,0.005533,0.326709,289342.59,0.001808,0.013887,0.050139,0.219
2021-09-30,Servicios,Norte,Servicios - Norte,145677011.52,181,0.017668,0.002896,0.367684,155104.47,0.001065,0.016603,0.045632,0.1129
2021-09-30,Servicios,Sur,Servicios - Sur,84136172.37,101,0.016594,0.004099,0.331812,114445.18,0.00136,0.015233,0.026355,0.122
2021-09-30,Transporte,Bajio,Transporte - Bajio,116899337.66,82,0.021307,0.011002,0.51153,657920.16,0.005628,0.015679,0.036618,0.1471
2021-09-30,Transporte,Centro,Transporte - Centro,150263741.82,97,0.01874,0.018268,0.458956,1259856.32,0.008384,0.010355,0.047069,0.1669
2021-09-30,Transporte,Norte,Transporte - Norte,130536772.91,77,0.019704,0.009932,0.544042,705369.66,0.005404,0.0143,0.040889,0.1629
2021-09-30,Transporte,Sur,Transporte - Sur,80084371.43,57,0.020921,0.013335,0.526605,562384.08,0.007022,0.013898,0.025086,0.1331
2021-10-31,Agroindustria,Bajio,Agroindustria - Bajio,86087514.45,36,0.016723,0.015953,0.47795,656396.88,0.007625,0.009098,0.02704,0.1461
2021-10-31,Agroindustria,Centro,Agroindustria - Centro,106659372.55,49,0.018639,0.002526,0.524713,141378.76,0.001326,0.017313,0.033501,0.148
2021-10-31,Agroindustria,Norte,Agroindustria - Norte,99135105.85,44,0.019342,0.01339,0.497231,660016.85,0.006658,0.012684,0.031138,0.0963
2021-10-31,Agroindustria,Sur,Agroindustria - Sur,59105312.94,26,0.02219,0.008529,0.444967,224312.01,0.003795,0.018395,0.018565,0.1325
2021-10-31,Comercio,Bajio,Comercio - Bajio,155890356.29,136,0.016689,0.011816,0.49276,907662.97,0.005822,0.010866,0.048965,0.0986
2021-10-31,Comercio,Centro,Comercio - Centro,199629470.08,161,0.018432,0.009595,0.407701,780889.26,0.003912,0.014521,0.062703,0.1481
2021-10-31,Comercio,Norte,Comercio - Norte,179731452.3,171,0.018045,0.006292,0.468428,529713.65,0.002947,0.015098,0.056453,0.1952
2021-10-31,Comercio,Sur,Comercio - Sur,110695721.61,83,0.018455,0.013893,0.534379,821790.43,0.007424,0.011031,0.034769,0.0872
2021-10-31,Construccion,Bajio,Construccion - Bajio,96808340.37,25,0.020474,0.010938,0.583074,617395.87,0.006378,0.014097,0.030407,0.0817
2021-10-31,Construccion,Centro,Construccion - Centro,133551145.54,33,0.022113,0.015039,0.591172,1187337.73,0.008891,0.013222,0.041948,0.1817
2021-10-31,Construccion,Norte,Construccion - Norte,112419583.72,33,0.021645,0.010585,0.555046,660496.35,0.005875,0.015769,0.035311,0.1426
2021-10-31,Construccion,Sur,Construccion - Sur,68975765.38,20,0.022803,0.016652,0.499406,573605.78,0.008316,0.014487,0.021665,0.2056
2021-10-31,Manufactura,Bajio,Manufactura - Bajio,187291325.63,75,0.018133,0.008862,0.408478,678017.06,0.00362,0.014513,0.058827,0.1784
2021-10-31,Manufactura,Centro,Manufactura - Centro,248488097.58,88,0.017796,0.000832,0.412837,85325.77,0.000343,0.017453,0.078049,0.1891
2021-10-31,Manufactura,Norte,Manufactura - Norte,210968838.66,77,0.016492,0.00476,0.385411,387037.54,0.001835,0.014657,0.066264,0.1884
2021-10-31,Manufactura,Sur,Manufactura - Sur,135538550.32,52,0.019281,0.006229,0.350347,295774.93,0.002182,0.017099,0.042572,0.1141
2021-10-31,Servicios,Bajio,Servicios - Bajio,127211674.52,160,0.014943,0.004389,0.390714,218153.67,0.001715,0.013228,0.039957,0.1386
2021-10-31,Servicios,Centro,Servicios - Centro,159114774.54,202,0.017362,0.006072,0.410585,396688.37,0.002493,0.014868,0.049977,0.219
2021-10-31,Servicios,Norte,Servicios - Norte,145724823.13,177,0.017705,0.002753,0.382688,153515.74,0.001053,0.016652,0.045772,0.1129
2021-10-31,Servicios,Sur,Servicios - Sur,83486568.81,90,0.016337,0.003819,0.370605,118153.28,0.001415,0.014922,0.026223,0.122
2021-10-31,Transporte,Bajio,Transporte - Bajio,116809519.85,69,0.019143,0.008339,0.511986,498739.13,0.00427,0.014873,0.036689,0.1471
2021-10-31,Transporte,Centro,Transporte - Centro,150252442.95,82,0.019247,0.014948,0.553727,1243657.34,0.008277,0.01097,0.047194,0.1669
2021-10-31,Transporte,Norte,Transporte - Norte,130301698.98,70,0.021519,0.011885,0.523596,810861.28,0.006223,0.015296,0.040927,0.1629
2021-10-31,Transporte,Sur,Transporte - Sur,79863758.27,43,0.019963,0.013878,0.47965,531622.8,0.006657,0.013306,0.025085,0.1331
2021-11-30,Agroindustria,Bajio,Agroindustria - Bajio,85829079.09,42,0.018309,0.018104,0.479151,744523.97,0.008674,0.009635,0.027064,0.1461
2021-11-30,Agroindustria,Centro,Agroindustria - Centro,105857134.28,51,0.018227,0.003136,0.455059,151081.82,0.001427,0.0168,0.033379,0.148
2021-11-30,Agroindustria,Norte,Agroindustria - Norte,99482845.97,40,0.02007,0.00889,0.475393,420424.14,0.004226,0.015844,0.031369,0.0963
2021-11-30,Agroindustria,Sur,Agroindustria - Sur,58968022.85,25,0.02096,0.008409,0.51247,254111.03,0.004309,0.016651,0.018594,0.1325
2021-11-30,Comercio,Bajio,Comercio - Bajio,155663351.58,114,0.018121,0.011375,0.401217,710414.3,0.004564,0.013557,0.049084,0.0986
2021-11-30,Comercio,Centro,Comercio - Centro,198696019.5,188,0.017088,0.012574,0.444785,1111252.42,0.005593,0.011495,0.062653,0.1481
2021-11-30,Comercio,Norte,Comercio - Norte,178493361.91,137,0.020993,0.005287,0.472616,446016.07,0.002499,0.018495,0.056283,0.1952
2021-11-30,Comercio,Sur,Comercio - Sur,110307152.25,88,0.017844,0.015514,0.398723,682358.4,0.006186,0.011658,0.034782,0.0872
2021-11-30,Construccion,Bajio,Construccion - Bajio,96425809.8,31,0.02155,0.008813,0.518195,440349.16,0.004567,0.016983,0.030405,0.0817
2021-11-30,Construccion,Centro,Construccion - Centro,133511222.51,36,0.020061,0.014895,0.577114,1147649.35,0.008596,0.011466,0.042099,0.1817
2021-11-30,Construccion,Norte,Construccion - Norte,112237680.79,31,0.022644,0.012553,0.575632,811043.54,0.007226,0.015418,0.035391,0.1426
2021-11-30,Construccion,Sur,Construccion - Sur,68607629.83,20,0.023001,0.018075,0.535453,663989.27,0.009678,0.013323,0.021634,0.2056
2021-11-30,Manufactura,Bajio,Manufactura - Bajio,185925037.11,61,0.015764,0.008118,0.42302,638460.03,0.003434,0.01233,0.058627,0.1784
2021-11-30,Manufactura,Centro,Manufactura - Centro,248161435.7,91,0.01475,0.000899,0.394323,88004.47,0.000355,0.014395,0.078251,0.1891
2021-11-30,Manufactura,Norte,Manufactura - Norte,209785497.98,67,0.018104,0.003547,0.398387,296464.43,0.001413,0.01669,0.06615,0.1884
2021-11-30,Manufactura,Sur,Manufactura - Sur,135645016.0,53,0.016305,0.005914,0.368649,295728.09,0.00218,0.014125,0.042772,0.1141
2021-11-30,Servicios,Bajio,Servicios - Bajio,126884348.3,137,0.014689,0.004643,0.412748,243138.39,0.001916,0.012772,0.04001,0.1386
2021-11-30,Servicios,Centro,Servicios - Centro,158444975.27,153,0.014685,0.006093,0.414803,400471.36,0.002528,0.012158,0.049961,0.219
2021-11-30,Servicios,Norte,Servicios - Norte,145492961.85,161,0.015617,0.0005,0.409878,29817.19,0.000205,0.015412,0.045877,0.1129
2021-11-30,Servicios,Sur,Servicios - Sur,82501618.07,101,0.017075,0.001271,0.384965,40357.32,0.000489,0.016585,0.026015,0.122
2021-11-30,Transporte,Bajio,Transporte - Bajio,116475448.6,65,0.018321,0.009329,0.488972,531329.32,0.004562,0.013759,0.036727,0.1471
2021-11-30,Transporte,Centro,Transporte - Centro,149099164.18,84,0.019739,0.015981,0.480905,1145903.98,0.007686,0.012053,0.047014,0.1669
2021-11-30,Transporte,Norte,Transporte - Norte,129171668.49,72,0.020831,0.011966,0.498833,771027.44,0.005969,0.014862,0.040731,0.1629
2021-11-30,Transporte,Sur,Transporte - Sur,79681540.47,54,0.023526,0.009188,0.515378,377302.59,0.004735,0.018791,0.025125,0.1331
2021-12-31,Agroindustria,Bajio,Agroindustria - Bajio,85498561.68,44,0.017988,0.018108,0.456961,707465.41,0.008275,0.009714,0.027102,0.1461
2021-12-31,Agroindustria,Centro,Agroindustria - Centro,105159984.29,44,0.020768,0.008575,0.484355,436746.61,0.004153,0.016614,0.033334,0.148
2021-12-31,Agroindustria,Norte,Agroindustria - Norte,99436269.98,45,0.019996,0.008298,0.495841,409152.98,0.004115,0.015881,0.03152,0.0963
2021-12-31,Agroindustria,Sur,Agroindustria - Sur,58877579.66,27,0.018778,0.014441,0.456896,388488.6,0.006598,0.01218,0.018663,0.1325
2021-12-31,Comercio,Bajio,Comercio - Bajio,155251984.79,111,0.018578,0.008621,0.471746,631399.46,0.004067,0.014512,0.049212,0.0986
2021-12-31,Comercio,Centro,Comercio - Centro,196437388.17,142,0.018754,0.011505,0.428113,967575.19,0.004926,0.013828,0.062267,0.1481
2021-12-31,Comercio,Norte,Comercio - Norte,177656771.0,128,0.019107,0.007432,0.442467,584212.7,0.003288,0.015818,0.056314,0.1952
2021-12-31,Comercio,Sur,Comercio - Sur,109794663.12,86,0.019493,0.016306,0.427849,765992.2,0.006977,0.012516,0.034803,0.0872
2021-12-31,Construccion,Bajio,Construccion - Bajio,95879445.16,25,0.019978,0.011958,0.573872,657960.41,0.006862,0.013116,0.030392,0.0817
2021-12-31,Construccion,Centro,Construccion - Centro,133680686.44,42,0.020928,0.011709,0.518521,811628.14,0.006071,0.014857,0.042374,0.1817
2021-12-31,Construccion,Norte,Construccion - Norte,111386653.97,31,0.021317,0.01384,0.520391,802202.68,0.007202,0.014115,0.035308,0.1426
2021-12-31,Construccion,Sur,Construccion - Sur,68172335.8,18,0.022214,0.015853,0.586864,634239.34,0.009303,0.012911,0.021609,0.2056
2021-12-31,Manufactura,Bajio,Manufactura - Bajio,184922247.72,65,0.014582,0.008813,0.365795,596125.43,0.003224,0.011358,0.058617,0.1784
2021-12-31,Manufactura,Centro,Manufactura - Centro,247806206.6,88,0.015914,0.002354,0.40986,239036.01,0.000965,0.01495,0.07855,0.1891
2021-12-31,Manufactura,Norte,Manufactura - Norte,207287767.86,81,0.015809,0.003387,0.453038,318074.75,0.001534,0.014275,0.065707,0.1884
2021-12-31,Manufactura,Sur,Manufactura - Sur,135182630.86,48,0.017746,0.004771,0.369369,238221.31,0.001762,0.015984,0.042851,0.1141
2021-12-31,Servicios,Bajio,Servicios - Bajio,126454025.58,120,0.016504,0.006405,0.394605,319628.3,0.002528,0.013976,0.040084,0.1386
2021-12-31,Servicios,Centro,Servicios - Centro,157492657.84,197,0.01404,0.006421,0.411382,416002.7,0.002641,0.011398,0.049922,0.219
2021-12-31,Servicios,Norte,Servicios - Norte,145294643.94,175,0.016157,0.0005,0.361862,26288.31,0.000181,0.015976,0.046056,0.1129
2021-12-31,Servicios,Sur,Servicios - Sur,81445825.35,88,0.017624,0.0005,0.403365,16426.19,0.000202,0.017422,0.025817,0.122
2021-12-31,Transporte,Bajio,Transporte - Bajio,116040401.2,77,0.017915,0.009053,0.478173,502338.4,0.004329,0.013586,0.036783,0.1471
2021-12-31,Transporte,Centro,Transporte - Centro,148355957.59,82,0.020397,0.013194,0.509631,997527.73,0.006724,0.013673,0.047026,0.1669
2021-12-31,Transporte,Norte,Transporte - Norte,128150554.95,82,0.020087,0.008457,0.519353,562867.56,0.004392,0.015695,0.040621,0.1629
2021-12-31,Transporte,Sur,Transporte - Sur,79082395.46,53,0.021813,0.009167,0.507731,368065.81,0.004654,0.017159,0.025068,0.1331
2022-01-31,Agroindustria,Bajio,Agroindustria - Bajio,85279182.22,38,0.019744,0.017119,0.456926,667059.53,0.007822,0.011922,0.027172,0.1461
2022-01-31,Agroindustria,Centro,Agroindustria - Centro,104478774.15,51,0.019696,0.014023,0.474205,694754.84,0.00665,0.013046,0.03329,0.148
2022-01-31,Agroindustria,Norte,Agroindustria - Norte,99714023.68,39,0.01929,0.011625,0.489419,567320.67,0.005689,0.013601,0.031772,0.0963
2022-01-31,Agroindustria,Sur,Agroindustria - Sur,58410404.01,25,0.018918,0.008894,0.477156,247892.81,0.004244,0.014674,0.018611,0.1325
2022-01-31,Comercio,Bajio,Comercio - Bajio,154041446.15,119,0.018462,0.009382,0.492663,712041.07,0.004622,0.01384,0.049082,0.0986
2022-01-31,Comercio,Centro,Comercio - Centro,195290328.83,175,0.017066,0.007123,0.461339,641742.34,0.003286,0.01378,0.062225,0.1481
2022-01-31,Comercio,Norte,Comercio - Norte,177285243.66,132,0.019655,0.007517,0.375579,500540.45,0.002823,0.016832,0.056488,0.1952
2022-01-31,Comercio,Sur,Comercio - Sur,109121837.61,82,0.019827,0.0156,0.431515,734551.84,0.006731,0.013096,0.034769,0.0872
2022-01-31,Construccion,Bajio,Construccion - Bajio,94837150.16,28,0.021559,0.017099,0.576771,935298.79,0.009862,0.011697,0.030218,0.0817
2022-01-31,Construccion,Centro,Construccion - Centro,134103031.0,43,0.019141,0.011064,0.54991,815936.49,0.006084,0.013057,0.042729,0.1817
2022-01-31,Construccion,Norte,Construccion - Norte,110497143.69,29,0.024754,0.011884,0.53361,700728.68,0.006342,0.018412,0.035207,0.1426
2022-01-31,Construccion,Sur,Construccion - Sur,67684866.48,20,0.023806,0.012516,0.562069,476169.02,0.007035,0.016771,0.021566,0.2056
2022-01-31,Manufactura,Bajio,Manufactura - Bajio,183721846.17,70,0.015864,0.009145,0.366414,615604.22,0.003351,0.012513,0.058539,0.1784
2022-01-31,Manufactura,Centro,Manufactura - Centro,247015235.4,77,0.016899,0.003953,0.410858,401224.34,0.001624,0.015275,0.078706,0.1891
2022-01-31,Manufactura,Norte,Manufactura - Norte,205530740.22,69,0.017011,0.004931,0.403908,409385.21,0.001992,0.015019,0.065488,0.1884
2022-01-31,Manufactura,Sur,Manufactura - Sur,134813938.82,54,0.01725,0.006799,0.401565,368080.24,0.00273,0.01452,0.042955,0.1141
2022-01-31,Servicios,Bajio,Servicios - Bajio,126263182.16,122,0.0162,0.006369,0.384173,308958.88,0.002447,0.013753,0.040231,0.1386
2022-01-31,Servicios,Centro,Servicios - Centro,156438130.85,177,0.016539,0.00513,0.365904,293661.0,0.001877,0.014662,0.049845,0.219
2022-01-31,Servicios,Norte,Servicios - Norte,144716764.85,150,0.016844,0.0005,0.324728,23496.83,0.000162,0.016682,0.046111,0.1129
2022-01-31,Servicios,Sur,Servicios - Sur,80504441.25,91,0.015816,0.002581,0.407303,84644.25,0.001051,0.014765,0.025651,0.122
2022-01-31,Transporte,Bajio,Transporte - Bajio,115491578.37,74,0.019569,0.017729,0.56365,1154101.4,0.009993,0.009576,0.036799,0.1471
2022-01-31,Transporte,Centro,Transporte - Centro,147556420.79,100,0.016836,0.009142,0.51927,700443.76,0.004747,0.012089,0.047015,0.1669
2022-01-31,Transporte,Norte,Transporte - Norte,127078401.44,83,0.020906,0.008312,0.477035,503896.34,0.003965,0.016941,0.040491,0.1629
2022-01-31,Transporte,Sur,Transporte - Sur,78597029.58,56,0.022009,0.004841,0.484501,184351.12,0.002346,0.019663,0.025043,0.1331
2022-02-28,Agroindustria,Bajio,Agroindustria - Bajio,85057766.79,34,0.017772,0.018689,0.510316,811229.05,0.009537,0.008234,0.027274,0.1461
2022-02-28,Agroindustria,Centro,Agroindustria - Centro,103483993.04,50,0.017793,0.009267,0.47811,458514.63,0.004431,0.013363,0.033183,0.148
2022-02-28,Agroindustria,Norte,Agroindustria - Norte,99878601.94,39,0.018408,0.0124,0.481748,596665.38,0.005974,0.012434,0.032027,0.0963
2022-02-28,Agroindustria,Sur,Agroindustria - Sur,57886418.45,30,0.019914,0.012115,0.442965,310639.01,0.005366,0.014547,0.018562,0.1325
2022-02-28,Comercio,Bajio,Comercio - Bajio,153246936.98,126,0.016083,0.010362,0.436296,692806.26,0.004521,0.011562,0.04914,0.0986
2022-02-28,Comercio,Centro,Comercio - Centro,193336240.96,149,0.017616,0.005597,0.463576,501656.3,0.002595,0.015021,0.061994,0.1481
2022-02-28,Comercio,Norte,Comercio - Norte,176439140.79,128,0.018306,0.011391,0.420107,844321.6,0.004785,0.01352,0.056576,0.1952
2022-02-28,Comercio,Sur,Comercio - Sur,108288340.43,97,0.018409,0.012695,0.424475,583538.3,0.005389,0.01302,0.034723,0.0872
2022-02-28,Construccion,Bajio,Construccion - Bajio,93996059.88,24,0.021627,0.017694,0.559449,930455.17,0.009899,0.011728,0.03014,0.0817
2022-02-28,Construccion,Centro,Construccion - Centro,133738014.15,38,0.022262,0.010381,0.580585,806075.37,0.006027,0.016235,0.042884,0.1817
2022-02-28,Construccion,Norte,Construccion - Norte,109733016.3,34,0.022913,0.01538,0.555375,937274.35,0.008541,0.014372,0.035187,0.1426
2022-02-28,Construccion,Sur,Construccion - Sur,67055554.75,16,0.023084,0.016982,0.418327,476364.21,0.007104,0.01598,0.021502,0.2056
2022-02-28,Manufactura,Bajio,Manufactura - Bajio,182056381.47,72,0.01586,0.010273,0.413434,773217.86,0.004247,0.011613,0.058378,0.1784
2022-02-28,Manufactura,Centro,Manufactura - Centro,245952082.79,81,0.015156,0.004468,0.43962,483078.73,0.001964,0.013192,0.078866,0.1891
2022-02-28,Manufactura,Norte,Manufactura - Norte,203474259.77,65,0.017456,0.002585,0.429482,225924.08,0.00111,0.016345,0.065245,0.1884
2022-02-28,Manufactura,Sur,Manufactura - Sur,134208237.05,43,0.018086,0.006922,0.391784,363939.4,0.002712,0.015374,0.043035,0.1141
2022-02-28,Servicios,Bajio,Servicios - Bajio,125633171.5,123,0.01524,0.007646,0.377123,362245.07,0.002883,0.012357,0.040285,0.1386
2022-02-28,Servicios,Centro,Servicios - Centro,155150647.68,183,0.014877,0.006182,0.374997,359686.75,0.002318,0.012559,0.04975,0.219
2022-02-28,Servicios,Norte,Servicios - Norte,144309359.72,160,0.018506,0.002479,0.322502,115395.15,0.0008,0.017706,0.046274,0.1129
2022-02-28,Servicios,Sur,Servicios - Sur,79671720.06,75,0.016651,0.0005,0.388517,15476.92,0.000194,0.016457,0.025547,0.122
2022-02-28,Transporte,Bajio,Transporte - Bajio,115116713.24,65,0.017337,0.01726,0.530096,1053275.37,0.00915,0.008187,0.036913,0.1471
2022-02-28,Transporte,Centro,Transporte - Centro,146580792.77,101,0.018598,0.008462,0.519876,644862.99,0.004399,0.014199,0.047002,0.1669
2022-02-28,Transporte,Norte,Transporte - Norte,126122311.87,82,0.020421,0.012242,0.482617,745125.48,0.005908,0.014513,0.040442,0.1629
2022-02-28,Transporte,Sur,Transporte - Sur,78188061.13,47,0.020726,0.00592,0.522745,241945.27,0.003094,0.017631,0.025071,0.1331
2022-03-31,Agroindustria,Bajio,Agroindustria - Bajio,84693861.6,42,0.01908,0.017031,0.467406,674208.8,0.007961,0.01112,0.027297,0.1461
2022-03-31,Agroindustria,Centro,Agroindustria - Centro,102726444.11,43,0.018212,0.008491,0.43108,376012.92,0.00366,0.014552,0.033109,0.148
2022-03-31,Agroindustria,Norte,Agroindustria - Norte,99735927.42,51,0.019927,0.016758,0.484133,809152.79,0.008113,0.011814,0.032145,0.0963
2022-03-31,Agroindustria,Sur,Agroindustria - Sur,57643333.21,24,0.020035,0.011796,0.526707,358137.08,0.006213,0.013822,0.018579,0.1325
2022-03-31,Comercio,Bajio,Comercio - Bajio,152419444.69,123,0.017741,0.010201,0.453043,704387.43,0.004621,0.01312,0.049125,0.0986
2022-03-31,Comercio,Centro,Comercio - Centro,192121286.38,178,0.017551,0.007348,0.459625,648840.14,0.003377,0.014174,0.061921,0.1481
2022-03-31,Comercio,Norte,Comercio - Norte,175423042.64,133,0.01856,0.009934,0.486987,848638.25,0.004838,0.013722,0.056539,0.1952
2022-03-31,Comercio,Sur,Comercio - Sur,107859700.42,90,0.019655,0.012594,0.417673,567338.59,0.00526,0.014395,0.034763,0.0872
2022-03-31,Construccion,Bajio,Construccion - Bajio,93094762.81,24,0.021869,0.01417,0.583943,770305.27,0.008274,0.013594,0.030005,0.0817
2022-03-31,Construccion,Centro,Construccion - Centro,133440829.76,43,0.023216,0.00851,0.562576,638852.6,0.004788,0.018429,0.043008,0.1817
2022-03-31,Construccion,Norte,Construccion - Norte,109074344.48,35,0.023479,0.012199,0.635724,845910.66,0.007755,0.015724,0.035155,0.1426
2022-03-31,Construccion,Sur,Construccion - Sur,66742563.05,20,0.023358,0.018286,0.570221,695926.01,0.010427,0.012931,0.021511,0.2056
2022-03-31,Manufactura,Bajio,Manufactura - Bajio,180967314.5,62,0.015944,0.008838,0.401748,642559.35,0.003551,0.012394,0.058326,0.1784
2022-03-31,Manufactura,Centro,Manufactura - Centro,245398986.58,97,0.017635,0.005838,0.389716,558303.73,0.002275,0.015359,0.079092,0.1891
2022-03-31,Manufactura,Norte,Manufactura - Norte,201407043.07,81,0.017797,0.003672,0.385021,284713.37,0.001414,0.016383,0.064914,0.1884
2022-03-31,Manufactura,Sur,Manufactura - Sur,134075447.57,53,0.017397,0.006454,0.389895,337399.54,0.002516,0.014881,0.043213,0.1141
2022-03-31,Servicios,Bajio,Servicios - Bajio,125148605.16,122,0.014967,0.007895,0.354954,350695.48,0.002802,0.012165,0.040336,0.1386
2022-03-31,Servicios,Centro,Servicios - Centro,154231490.95,153,0.015475,0.004615,0.402493,286474.51,0.001857,0.013618,0.049709,0.219
2022-03-31,Servicios,Norte,Servicios - Norte,143663839.26,145,0.017661,0.000798,0.342218,39233.5,0.000273,0.017388,0.046303,0.1129
2022-03-31,Servicios,Sur,Servicios - Sur,78796945.39,91,0.018337,0.0005,0.397557,15663.16,0.000199,0.018139,0.025396,0.122
2022-03-31,Transporte,Bajio,Transporte - Bajio,114684648.0,77,0.019543,0.015214,0.524658,915443.54,0.007982,0.011561,0.036963,0.1471
2022-03-31,Transporte,Centro,Transporte - Centro,146594869.24,83,0.019504,0.009095,0.454331,605729.51,0.004132,0.015372,0.047248,0.1669
2022-03-31,Transporte,Norte,Transporte - Norte,125044209.62,85,0.020441,0.016353,0.486097,993987.02,0.007949,0.012491,0.040302,0.1629
2022-03-31,Transporte,Sur,Transporte - Sur,77695436.63,45,0.022248,0.001549,0.511679,61575.42,0.000793,0.021455,0.025041,0.1331
2022-04-30,Agroindustria,Bajio,Agroindustria - Bajio,84779804.77,43,0.016873,0.015901,0.447159,602823.38,0.00711,0.009763,0.027428,0.1461
2022-04-30,Agroindustria,Centro,Agroindustria - Centro,102241453.63,47,0.018283,0.006132,0.522323,327441.56,0.003203,0.015081,0.033077,0.148
2022-04-30,Agroindustria,Norte,Agroindustria - Norte,99835472.89,48,0.019597,0.01609,0.493558,792826.33,0.007941,0.011656,0.032299,0.0963
2022-04-30,Agroindustria,Sur,Agroindustria - Sur,57358134.16,25,0.018563,0.010833,0.514647,319791.97,0.005575,0.012988,0.018556,0.1325
2022-04-30,Comercio,Bajio,Comercio - Bajio,152419938.2,139,0.018416,0.01033,0.389763,613698.17,0.004026,0.01439,0.049311,0.0986
2022-04-30,Comercio,Centro,Comercio - Centro,191074277.6,171,0.019352,0.008486,0.457158,741221.31,0.003879,0.015473,0.061816,0.1481
2022-04-30,Comercio,Norte,Comercio - Norte,174569910.02,148,0.018033,0.011862,0.36666,759284.75,0.004349,0.013684,0.056477,0.1952
2022-04-30,Comercio,Sur,Comercio - Sur,107376927.01,101,0.019726,0.012249,0.44101,580036.06,0.005402,0.014324,0.034738,0.0872
2022-04-30,Construccion,Bajio,Construccion - Bajio,92434071.87,29,0.020886,0.014791,0.555642,759660.87,0.008218,0.012668,0.029904,0.0817
2022-04-30,Construccion,Centro,Construccion - Centro,133328299.67,42,0.021113,0.010576,0.554447,781820.81,0.005864,0.01525,0.043134,0.1817
2022-04-30,Construccion,Norte,Construccion - Norte,108448314.88,35,0.02294,0.01042,0.559034,631739.92,0.005825,0.017115,0.035085,0.1426
